-90, -90, -90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90, 90
13, 20, 27, 34, 41, 48, 55, 60, 63, 70, 74, 81, 88, 95, 87, 94, 88, 95, 95, 87, 93, 91, 98, 105, 97, 93, 94, 101, 93, 100, 92, 95, 94, 101, 93, 100, 104, 96, 91, 98, 105, 98, 90, 96, 93, 100, 92, 99, 100, 107, 99, 106, 98, 100, 107, 99, 91, 88, 95, 93, 100, 92, 99, 91, 91, 94, 93, 100, 92, 96, 103, 95, 87, 94, 101, 93, 100, 104, 96, 95, 95, 87, 94, 101, 108, 100, 92, 99, 92, 96, 88, 95, 102, 107, 99, 106, 109, 101, 101, 93, 85, 92, 85, 92, 96, 99, 94, 87, 94, 101, 104, 107, 105, 97, 96, 99, 97, 104, 96, 88, 95, 102, 94, 91, 96, 103, 95, 92, 94, 101, 93, 95, 87, 94, 100, 97, 89, 92, 86, 93, 89, 96, 96, 103, 95, 88, 95, 102, 94, 90, 97, 93, 85, 92, 99, 92, 84, 91, 98, 95, 98, 90, 85, 92, 99, 106, 98, 90, 94, 97, 104, 96, 92, 94, 93, 98, 98, 90, 96, 103, 95, 93, 93, 93, 100, 92, 99, 106, 98, 104, 96, 101, 93, 99, 96, 88, 95, 87, 92, 99
-8, -15, -22, -29, -36, -43, -46, -38, -30, -27, -19, -15, -7, 0, 0, -3, 0, -2, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, 0, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, 0, -5, 0, 0, 0, 0, -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, 0, 0, -1, 0, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, 0, 0, 0, -6, 0, 0, 0, 0, 0, -4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, 0, -3, 0
