-1, -1, 1, 100, 199, 298, 397, 496, 505, 498, 506, 506, 505, 511, 509, 511, 504, 512, 510, 511, 515, 510, 514, 519, 509, 513, 514, 513, 514, 516, 516, 511, 517, 520, 519, 514, 515, 510, 514, 518, 513, 511, 515, 513, 512, 517, 514, 516, 512, 515, 516, 514, 508, 516, 516, 515, 515, 514, 513, 515, 514, 515, 516, 517, 515, 515, 513, 516, 518, 516, 557, 521, 533, 541, 540, 545, 540, 539, 556, 540, 557, 524, 546, 531, 536, 523, 542, 531, 548, 557, 554, 549, 544, 548, 543, 543, 537, 540, 547, 515, 614, 668, 666, 666, 666, 665, 663, 664, 665, 663, 663, 663, 663, 664, 662, 661, 664, 664, 662, 664, 662, 664, 668, 667, 665, 666, 661, 665, 664, 665, 662, 666, 666, 665, 666, 666, 665, 665, 664, 666, 662, 665, 664, 665, 664, 667, 661, 664, 665, 666, 666, 667, 669, 668, 659, 664, 665, 664, 666, 668, 664, 668, 668, 666, 667, 668, 658, 664, 666, 664, 661, 663, 661, 663, 661, 663, 662, 662, 664, 661, 665, 667, 665, 668, 666, 669, 660, 663, 664, 667, 667, 664, 665, 663, 664, 663, 664, 666, 665, 665
50, 31, 36, 31, 50, 59, 74, 88, 92, 88, 87, 85, 84, 86, 85, 86, 84, 85, 85, 85, 85, 84, 85, 87, 84, 84, 85, 84, 85, 85, 85, 84, 84, 84, 85, 85, 85, 84, 85, 86, 85, 84, 85, 85, 84, 85, 84, 84, 85, 85, 86, 85, 84, 85, 85, 84, 85, 85, 85, 85, 85, 85, 85, 84, 85, 84, 85, 85, 84, 85, 76, 84, 83, 81, 79, 80, 82, 85, 81, 81, 79, 84, 78, 82, 84, 86, 77, 82, 79, 78, 80, 78, 78, 79, 81, 80, 80, 80, 81, 85, 102, 110, 110, 110, 111, 111, 110, 110, 111, 110, 110, 111, 111, 111, 110, 112, 112, 109, 110, 110, 110, 110, 110, 110, 110, 110, 109, 110, 110, 110, 110, 110, 109, 110, 110, 110, 110, 110, 110, 110, 109, 110, 110, 110, 110, 111, 109, 110, 110, 110, 111, 111, 112, 112, 109, 110, 110, 110, 110, 110, 110, 110, 110, 109, 110, 112, 109, 109, 110, 110, 110, 110, 110, 110, 110, 111, 111, 111, 111, 109, 110, 111, 110, 111, 111, 112, 109, 110, 110, 110, 110, 110, 111, 110, 110, 110, 110, 110, 110, 109
50, 31, 15, 1, 20, 6, 2, 1, 13, 2, 1, 1, 1, 20, 6, 26, 6, 2, 22, 2, 1, 20, 6, 2, 22, 42, 22, 42, 22, 40, 21, 41, 47, 62, 42, 26, 9, 29, 9, 1, 13, 33, 33, 14, 34, 54, 34, 54, 34, 14, 4, 1, 21, 41, 21, 38, 28, 10, 19, 39, 19, 39, 42, 47, 28, 48, 28, 44, 52, 32, 51, 32, 12, 4, 24, 4, 2, 1, 1, 17, 5, 10, 30, 10, 1, 1, 20, 27, 28, 10, 2, 22, 42, 61, 42, 22, 42, 22, 6, 21, 41, 61, 42, 22, 6, 3, 7, 21, 4, 24, 44, 24, 44, 35, 21, 41, 44, 25, 7, 1, 21, 41, 60, 40, 34, 16, 36, 16, 29, 11, 31, 35, 55, 35, 51, 31, 44, 25, 34, 15, 35, 30, 27, 47, 27, 9, 29, 49, 33, 14, 4, 1, 1, 1, 21, 36, 16, 36, 56, 58, 41, 55, 36, 45, 25, 8, 28, 48, 28, 8, 28, 8, 28, 8, 28, 48, 28, 28, 48, 28, 9, 3, 1, 1, 1, 1, 20, 18, 38, 43, 23, 16, 5, 25, 5, 14, 34, 54, 34, 54
